"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 17, 2021","13,699.71","13,636.15","13,713.14","13,552.67","163.37M","-0.54%"
"Feb 16, 2021","13,773.77","13,841.03","13,879.78","13,726.78","168.06M","-0.25%"
"Feb 12, 2021","13,807.70","13,695.90","13,816.25","13,656.78","137.79M","0.53%"
"Feb 11, 2021","13,734.35","13,723.63","13,747.20","13,637.19","156.64M","0.58%"
"Feb 10, 2021","13,655.27","13,751.42","13,770.91","13,531.93","175.91M","-0.23%"
"Feb 09, 2021","13,687.08","13,667.13","13,741.79","13,664.70","151.60M","-0.06%"
"Feb 08, 2021","13,695.02","13,672.33","13,698.41","13,607.96","181.11M","0.67%"
"Feb 05, 2021","13,603.96","13,592.77","13,642.96","13,527.80","172.27M","0.32%"
"Feb 04, 2021","13,560.89","13,454.85","13,563.13","13,406.44","195.08M","1.18%"
"Feb 03, 2021","13,402.37","13,555.03","13,561.45","13,400.08","181.61M","-0.40%"
"Feb 02, 2021","13,456.12","13,371.37","13,501.23","13,363.75","191.13M","1.56%"
"Feb 01, 2021","13,248.90","13,067.65","13,280.22","12,983.10","199.89M","2.50%"
"Jan 29, 2021","12,925.38","13,124.70","13,167.87","12,845.43","285.52M","-2.09%"
"Jan 28, 2021","13,201.53","13,163.32","13,401.85","13,150.10","259.13M","0.68%"
"Jan 27, 2021","13,112.65","13,371.16","13,393.51","13,034.14","332.77M","-2.80%"
"Jan 26, 2021","13,490.19","13,507.47","13,536.30","13,440.32","183.91M","0.05%"
"Jan 25, 2021","13,483.29","13,515.63","13,563.70","13,205.59","221.64M","0.87%"
"Jan 22, 2021","13,366.40","13,356.18","13,404.77","13,336.90","185.53M","-0.29%"
"Jan 21, 2021","13,404.99","13,356.70","13,433.69","13,297.79","195.49M","0.82%"
"Jan 20, 2021","13,296.45","13,155.12","13,332.26","13,138.30","209.51M","2.31%"
"Jan 19, 2021","12,996.54","12,921.61","13,012.09","12,861.30","208.18M","1.50%"
"Jan 15, 2021","12,803.93","12,898.09","12,941.29","12,758.10","244.67M","-0.73%"
"Jan 14, 2021","12,898.69","13,010.94","13,037.05","12,886.16","198.57M","-0.58%"
"Jan 13, 2021","12,973.63","12,911.87","13,008.84","12,878.02","207.31M","0.63%"
"Jan 12, 2021","12,892.09","12,916.10","12,957.43","12,783.71","184.51M","-0.08%"
"Jan 11, 2021","12,902.49","12,961.50","13,023.21","12,883.59","196.99M","-1.55%"
"Jan 08, 2021","13,105.20","13,037.24","13,113.09","12,939.73","220.39M","1.28%"
"Jan 07, 2021","12,939.57","12,745.41","12,966.68","12,744.82","215.74M","2.51%"
"Jan 06, 2021","12,623.35","12,601.26","12,803.29","12,569.42","243.87M","-1.40%"
"Jan 05, 2021","12,802.38","12,663.13","12,809.67","12,663.13","175.19M","0.85%"
"Jan 04, 2021","12,694.67","12,950.22","12,950.22","12,537.42","242.64M","-1.50%"
"Dec 31, 2020","12,888.28","12,852.96","12,904.09","12,804.75","158.54M","0.33%"
"Dec 30, 2020","12,845.36","12,900.03","12,917.46","12,828.79","136.77M","0.01%"
"Dec 29, 2020","12,843.49","12,909.86","12,925.53","12,816.59","155.88M","0.04%"
"Dec 28, 2020","12,838.86","12,813.97","12,861.91","12,747.05","144.84M","1.01%"
"Dec 24, 2020","12,711.01","12,668.20","12,732.55","12,665.80","72.67M","0.46%"
"Dec 23, 2020","12,653.14","12,733.75","12,737.59","12,649.60","145.40M","-0.51%"
"Dec 22, 2020","12,717.56","12,715.48","12,761.23","12,606.42","176.87M","0.22%"
"Dec 21, 2020","12,690.26","12,575.60","12,706.44","12,474.03","216.76M","-0.38%"
"Dec 18, 2020","12,738.18","12,786.92","12,793.47","12,611.22","682.52M","-0.11%"
"Dec 17, 2020","12,752.06","12,741.64","12,760.97","12,685.98","178.08M","0.66%"
"Dec 16, 2020","12,668.16","12,607.87","12,698.11","12,568.71","184.13M","0.57%"
"Dec 15, 2020","12,595.92","12,565.28","12,596.84","12,467.57","194.79M","1.07%"
"Dec 14, 2020","12,462.21","12,427.86","12,544.31","12,426.25","206.34M","0.70%"
"Dec 11, 2020","12,375.41","12,327.07","12,378.61","12,236.80","170.46M","-0.21%"
"Dec 10, 2020","12,401.74","12,268.47","12,447.85","12,226.13","182.10M","0.30%"
"Dec 09, 2020","12,364.64","12,626.97","12,643.24","12,311.30","227.70M","-2.15%"
"Dec 08, 2020","12,635.72","12,574.84","12,651.35","12,504.97","168.73M","0.31%"
"Dec 07, 2020","12,596.47","12,523.57","12,610.00","12,523.12","169.91M","0.54%"
"Dec 04, 2020","12,528.48","12,479.91","12,531.21","12,450.51","168.42M","0.49%"
"Dec 03, 2020","12,467.13","12,469.16","12,538.92","12,445.36","180.46M","0.09%"
"Dec 02, 2020","12,456.41","12,390.58","12,472.25","12,318.27","176.96M","0.01%"
"Dec 01, 2020","12,455.33","12,387.62","12,510.02","12,338.36","227.09M","1.52%"
"Nov 30, 2020","12,268.32","12,278.78","12,299.61","12,090.93","354.41M","0.08%"
"Nov 27, 2020","12,258.21","12,220.37","12,306.71","12,214.45","101.90M","0.87%"
"Nov 25, 2020","12,152.21","12,112.11","12,174.99","12,081.51","164.42M","0.60%"
"Nov 24, 2020","12,079.81","11,952.70","12,094.16","11,878.31","211.73M","1.46%"
"Nov 23, 2020","11,905.94","11,959.89","12,001.83","11,817.53","189.11M","-0.00%"
"Nov 20, 2020","11,906.44","11,976.00","12,017.42","11,903.57","192.39M","-0.66%"
"Nov 19, 2020","11,985.43","11,863.12","12,000.29","11,842.67","179.58M","0.76%"
"Nov 18, 2020","11,894.71","11,963.36","12,027.15","11,892.54","200.78M","-0.69%"
"Nov 17, 2020","11,977.49","12,030.27","12,047.13","11,964.20","194.30M","-0.30%"
"Nov 16, 2020","12,013.38","11,925.36","12,035.50","11,891.85","213.93M","0.63%"
"Nov 13, 2020","11,937.84","11,910.62","11,957.09","11,808.95","169.68M","0.94%"
"Nov 12, 2020","11,827.14","11,924.15","11,976.89","11,786.09","181.21M","-0.55%"
"Nov 11, 2020","11,892.93","11,734.82","11,904.13","11,714.32","186.65M","2.31%"
"Nov 10, 2020","11,624.29","11,704.46","11,761.95","11,512.46","260.14M","-1.74%"
"Nov 09, 2020","11,830.38","12,194.71","12,268.66","11,818.24","318.98M","-2.16%"
"Nov 06, 2020","12,091.35","12,044.29","12,116.91","11,895.50","177.20M","0.11%"
"Nov 05, 2020","12,078.07","12,021.77","12,117.04","11,977.07","210.41M","2.56%"
"Nov 04, 2020","11,777.02","11,627.76","11,846.46","11,564.91","271.40M","4.41%"
"Nov 03, 2020","11,279.91","11,155.84","11,356.08","11,115.55","193.87M","1.76%"
"Nov 02, 2020","11,084.76","11,152.48","11,222.52","10,957.11","191.98M","0.29%"
"Oct 30, 2020","11,052.95","11,265.70","11,293.76","10,960.02","265.83M","-2.62%"
"Oct 29, 2020","11,350.74","11,214.33","11,467.37","11,187.08","214.42M","1.87%"
"Oct 28, 2020","11,142.76","11,400.47","11,426.10","11,136.10","240.12M","-3.93%"
"Oct 27, 2020","11,598.95","11,560.86","11,633.49","11,503.10","185.90M","0.82%"
"Oct 26, 2020","11,504.52","11,584.17","11,708.08","11,360.73","186.91M","-1.61%"
"Oct 23, 2020","11,692.57","11,680.72","11,693.01","11,569.09","152.72M","0.25%"
"Oct 22, 2020","11,662.91","11,712.64","11,739.22","11,529.73","167.16M","-0.02%"
"Oct 21, 2020","11,665.37","11,686.19","11,789.46","11,646.47","162.02M","-0.11%"
"Oct 20, 2020","11,677.84","11,679.08","11,801.39","11,613.76","155.09M","0.37%"
"Oct 19, 2020","11,634.35","11,913.01","11,962.46","11,606.48","184.09M","-1.84%"
"Oct 16, 2020","11,852.17","11,952.12","12,034.13","11,824.14","194.99M","-0.39%"
"Oct 15, 2020","11,898.57","11,767.28","11,928.63","11,765.49","158.29M","-0.72%"
"Oct 14, 2020","11,985.36","12,105.10","12,159.21","11,913.57","176.43M","-0.81%"
"Oct 13, 2020","12,083.17","12,131.07","12,187.78","12,032.75","200.44M","-0.04%"
"Oct 12, 2020","12,088.11","11,900.12","12,204.75","11,880.23","233.33M","3.09%"
"Oct 09, 2020","11,725.85","11,615.57","11,727.60","11,600.86","182.99M","1.51%"
"Oct 08, 2020","11,550.94","11,576.44","11,582.78","11,510.24","148.36M","0.42%"
"Oct 07, 2020","11,503.19","11,412.65","11,519.55","11,382.49","168.07M","1.88%"
"Oct 06, 2020","11,291.27","11,476.67","11,536.42","11,256.26","194.80M","-1.89%"
"Oct 05, 2020","11,509.06","11,345.24","11,512.06","11,336.07","162.99M","2.25%"
"Oct 02, 2020","11,255.69","11,328.86","11,479.08","11,225.17","204.69M","-2.83%"
"Oct 01, 2020","11,583.20","11,554.96","11,606.73","11,488.59","191.86M","1.45%"
"Sep 30, 2020","11,418.06","11,328.55","11,535.01","11,328.55","262.85M","0.84%"
"Sep 29, 2020","11,322.95","11,354.70","11,396.22","11,305.79","165.93M","-0.37%"
"Sep 28, 2020","11,364.45","11,332.32","11,369.40","11,243.24","216.54M","1.91%"
"Sep 25, 2020","11,151.13","10,910.50","11,177.74","10,851.68","201.78M","2.34%"
"Sep 24, 2020","10,896.47","10,746.35","11,026.43","10,728.41","223.64M","0.58%"
"Sep 23, 2020","10,833.33","11,167.22","11,179.59","10,806.05","245.50M","-3.16%"
"Sep 22, 2020","11,186.37","11,082.09","11,207.08","10,943.26","220.92M","1.88%"
"Sep 21, 2020","10,980.22","10,768.01","10,984.76","10,677.85","276.56M","0.40%"
"Sep 18, 2020","10,936.98","11,147.80","11,153.97","10,769.39","537.37M","-1.30%"
"Sep 17, 2020","11,080.95","10,965.74","11,160.04","10,936.80","271.15M","-1.48%"
"Sep 16, 2020","11,247.60","11,467.90","11,486.09","11,242.96","233.92M","-1.67%"
"Sep 15, 2020","11,438.87","11,432.94","11,495.40","11,367.20","216.66M","1.43%"
"Sep 14, 2020","11,277.76","11,250.80","11,363.25","11,192.82","220.45M","1.72%"
"Sep 11, 2020","11,087.40","11,251.19","11,280.41","10,945.22","221.40M","-0.60%"
"Sep 10, 2020","11,154.12","11,501.43","11,566.34","11,095.94","249.80M","-2.12%"
"Sep 09, 2020","11,395.85","11,308.25","11,480.37","11,197.13","266.99M","2.96%"
"Sep 08, 2020","11,068.26","11,143.91","11,400.46","11,055.16","338.09M","-4.77%"
"Sep 04, 2020","11,622.13","11,686.24","11,846.18","11,145.99","364.55M","-1.27%"
"Sep 03, 2020","11,771.37","12,195.75","12,235.00","11,662.11","359.31M","-5.23%"
"Sep 02, 2020","12,420.54","12,417.45","12,439.48","12,176.18","273.60M","1.04%"
"Sep 01, 2020","12,292.86","12,203.36","12,300.44","12,132.78","228.04M","1.50%"
"Aug 31, 2020","12,110.70","12,017.46","12,167.46","12,000.11","298.83M","0.96%"
"Aug 28, 2020","11,995.86","11,992.68","12,018.14","11,928.69","166.46M","0.58%"
"Aug 27, 2020","11,926.16","11,997.89","12,047.99","11,842.84","181.53M","-0.38%"
"Aug 26, 2020","11,971.94","11,779.35","11,979.65","11,768.00","182.20M","2.13%"
"Aug 25, 2020","11,721.80","11,610.58","11,723.95","11,580.89","154.17M","0.82%"
"Aug 24, 2020","11,626.17","11,703.34","11,728.09","11,535.55","178.39M","0.61%"
"Aug 21, 2020","11,555.16","11,476.85","11,574.79","11,461.53","191.26M","0.68%"
"Aug 20, 2020","11,477.05","11,277.05","11,497.18","11,268.46","159.03M","1.40%"
"Aug 19, 2020","11,318.64","11,397.23","11,440.22","11,303.40","166.03M","-0.71%"
"Aug 18, 2020","11,399.03","11,339.76","11,421.10","11,279.08","147.12M","0.98%"
"Aug 17, 2020","11,288.57","11,231.97","11,306.47","11,228.14","156.82M","1.11%"
"Aug 14, 2020","11,164.45","11,187.82","11,213.27","11,106.93","136.45M","-0.12%"
"Aug 13, 2020","11,178.37","11,174.63","11,271.22","11,139.64","166.06M","0.19%"
"Aug 12, 2020","11,157.72","10,972.07","11,190.25","10,970.87","179.14M","2.59%"
"Aug 11, 2020","10,876.08","11,039.68","11,090.92","10,855.06","200.26M","-1.89%"
"Aug 10, 2020","11,085.17","11,153.51","11,159.38","10,941.87","172.56M","-0.49%"
"Aug 07, 2020","11,139.39","11,235.24","11,276.30","11,044.60","178.26M","-1.13%"
"Aug 06, 2020","11,267.08","11,116.49","11,282.24","11,090.50","166.94M","1.27%"
"Aug 05, 2020","11,125.44","11,107.24","11,141.68","11,077.70","153.58M","0.26%"
"Aug 04, 2020","11,096.54","11,048.50","11,097.85","11,002.54","187.55M","0.38%"
"Aug 03, 2020","11,055.08","11,018.02","11,085.50","10,997.67","188.62M","1.37%"
"Jul 31, 2020","10,905.88","10,886.36","10,908.34","10,707.39","266.97M","1.78%"
"Jul 30, 2020","10,715.51","10,578.63","10,737.03","10,531.79","186.22M","0.49%"
"Jul 29, 2020","10,662.98","10,602.40","10,694.88","10,587.20","183.48M","1.24%"
"Jul 28, 2020","10,532.50","10,644.33","10,662.19","10,527.43","166.36M","-1.33%"
"Jul 27, 2020","10,674.38","10,547.11","10,689.55","10,527.64","192.24M","1.82%"
"Jul 24, 2020","10,483.13","10,389.54","10,543.42","10,313.94","250.10M","-0.92%"
"Jul 23, 2020","10,580.59","10,853.16","10,885.38","10,531.21","221.22M","-2.67%"
"Jul 22, 2020","10,870.75","10,850.92","10,910.24","10,776.24","169.30M","0.35%"
"Jul 21, 2020","10,833.07","11,015.54","11,017.43","10,800.87","178.28M","-1.09%"
"Jul 20, 2020","10,952.08","10,672.96","10,971.52","10,621.90","179.78M","2.88%"
"Jul 17, 2020","10,645.22","10,651.59","10,680.70","10,558.78","164.99M","0.18%"
"Jul 16, 2020","10,626.46","10,589.86","10,658.89","10,495.09","153.12M","-0.70%"
"Jul 15, 2020","10,701.68","10,752.11","10,780.40","10,570.96","186.63M","0.11%"
"Jul 14, 2020","10,689.52","10,502.85","10,701.88","10,370.79","212.71M","0.82%"
"Jul 13, 2020","10,602.21","10,951.54","11,069.26","10,574.56","228.08M","-2.16%"
"Jul 10, 2020","10,836.33","10,751.77","10,842.78","10,639.48","160.27M","0.76%"
"Jul 09, 2020","10,754.59","10,745.87","10,785.96","10,574.97","187.39M","0.82%"
"Jul 08, 2020","10,666.70","10,594.41","10,669.13","10,528.82","160.41M","1.36%"
"Jul 07, 2020","10,524.01","10,595.94","10,704.93","10,516.63","157.46M","-0.75%"
"Jul 06, 2020","10,604.06","10,487.70","10,625.09","10,485.82","179.09M","2.53%"
"Jul 02, 2020","10,341.89","10,386.38","10,432.55","10,328.78","167.92M","0.61%"
"Jul 01, 2020","10,279.25","10,160.41","10,321.77","10,142.75","167.52M","1.21%"
"Jun 30, 2020","10,156.85","9,970.21","10,185.35","9,956.83","231.72M","1.96%"
"Jun 29, 2020","9,961.16","9,850.54","9,965.08","9,742.89","174.38M","1.14%"
"Jun 26, 2020","9,849.36","10,087.08","10,093.98","9,837.74","388.86M","-2.50%"
"Jun 25, 2020","10,101.83","10,003.50","10,110.29","9,901.21","193.36M","0.99%"
"Jun 24, 2020","10,002.70","10,183.77","10,232.42","9,943.24","231.67M","-2.03%"
"Jun 23, 2020","10,209.82","10,192.42","10,306.90","10,172.07","186.84M","0.78%"
"Jun 22, 2020","10,130.33","10,009.00","10,134.64","9,989.49","184.21M","1.22%"
"Jun 19, 2020","10,008.64","10,104.63","10,121.67","9,937.82","500.55M","-0.03%"
"Jun 18, 2020","10,012.05","9,972.35","10,018.56","9,942.11","187.25M","0.30%"
"Jun 17, 2020","9,982.48","9,998.86","10,058.65","9,952.50","182.06M","0.33%"
"Jun 16, 2020","9,949.37","9,983.65","10,010.89","9,801.45","230.08M","1.76%"
"Jun 15, 2020","9,776.89","9,517.14","9,809.41","9,489.58","220.04M","1.17%"
"Jun 12, 2020","9,663.78","9,785.58","9,849.01","9,499.09","248.83M","0.79%"
"Jun 11, 2020","9,588.48","9,907.56","9,978.19","9,586.25","296.60M","-5.01%"
"Jun 10, 2020","10,094.26","10,037.98","10,155.20","10,022.44","220.86M","1.28%"
"Jun 09, 2020","9,967.17","9,861.18","10,006.90","9,859.00","196.90M","0.66%"
"Jun 08, 2020","9,901.52","9,805.69","9,904.51","9,753.87","205.94M","0.79%"
"Jun 05, 2020","9,824.39","9,673.09","9,846.63","9,659.45","264.66M","2.02%"
"Jun 04, 2020","9,629.66","9,672.17","9,741.97","9,577.71","217.35M","-0.77%"
"Jun 03, 2020","9,704.69","9,689.72","9,729.69","9,648.93","199.55M","0.49%"
"Jun 02, 2020","9,657.31","9,603.18","9,660.08","9,511.88","196.14M","0.61%"
"Jun 01, 2020","9,598.89","9,526.43","9,609.38","9,515.34","163.31M","0.45%"
"May 29, 2020","9,555.53","9,440.64","9,573.55","9,379.93","371.13M","1.47%"
"May 28, 2020","9,416.71","9,404.83","9,568.89","9,391.84","198.20M","-0.27%"
"May 27, 2020","9,442.05","9,366.63","9,445.06","9,182.45","223.93M","0.55%"
"May 26, 2020","9,389.98","9,570.53","9,570.53","9,379.90","213.73M","-0.26%"
"May 22, 2020","9,413.99","9,363.67","9,421.93","9,325.07","140.23M","0.38%"
"May 21, 2020","9,377.99","9,487.63","9,515.05","9,361.83","172.11M","-1.13%"
"May 20, 2020","9,485.02","9,415.25","9,498.28","9,412.83","194.16M","2.01%"
"May 19, 2020","9,298.54","9,326.28","9,422.90","9,296.25","191.26M","-0.36%"
"May 18, 2020","9,331.93","9,281.36","9,367.54","9,248.78","223.30M","1.96%"
"May 15, 2020","9,152.64","8,976.29","9,157.46","8,958.08","263.65M","0.64%"
"May 14, 2020","9,094.42","8,946.45","9,097.75","8,860.77","219.79M","1.05%"
"May 13, 2020","9,000.08","9,123.69","9,209.49","8,890.16","225.69M","-1.23%"
"May 12, 2020","9,112.45","9,326.06","9,354.45","9,109.09","178.67M","-2.01%"
"May 11, 2020","9,298.92","9,155.21","9,346.27","9,155.21","175.01M","0.85%"
"May 08, 2020","9,220.35","9,165.70","9,224.49","9,126.97","168.14M","1.30%"
"May 07, 2020","9,101.88","9,104.67","9,136.18","9,045.23","173.28M","1.30%"
"May 06, 2020","8,984.86","8,997.02","9,065.58","8,950.89","166.50M","0.61%"
"May 05, 2020","8,930.62","8,922.39","9,031.00","8,900.57","171.93M","1.09%"
"May 04, 2020","8,834.11","8,683.94","8,840.33","8,665.40","189.30M","1.33%"
"May 01, 2020","8,718.18","8,791.88","8,887.58","8,688.58","221.88M","-3.14%"
"Apr 30, 2020","9,000.51","9,005.24","9,023.03","8,920.42","292.02M","0.20%"
"Apr 29, 2020","8,982.76","8,871.04","9,025.82","8,832.00","260.58M","3.52%"
"Apr 28, 2020","8,677.60","8,913.28","8,918.38","8,668.67","194.82M","-1.81%"
"Apr 27, 2020","8,837.66","8,865.58","8,887.62","8,803.88","171.86M","0.58%"
"Apr 24, 2020","8,786.60","8,666.57","8,791.36","8,599.99","184.54M","1.68%"
"Apr 23, 2020","8,641.50","8,693.73","8,796.49","8,624.63","217.29M","-0.27%"
"Apr 22, 2020","8,664.63","8,575.57","8,708.48","8,550.61","209.20M","3.11%"
"Apr 21, 2020","8,403.00","8,639.74","8,663.09","8,359.84","239.97M","-3.71%"
"Apr 20, 2020","8,726.51","8,742.54","8,855.18","8,725.33","196.29M","-1.20%"
"Apr 17, 2020","8,832.41","8,876.66","8,879.24","8,704.38","292.75M","0.85%"
"Apr 16, 2020","8,757.83","8,689.09","8,793.35","8,605.51","237.93M","1.93%"
"Apr 15, 2020","8,591.96","8,548.47","8,666.24","8,500.56","215.83M","-1.15%"
"Apr 14, 2020","8,692.16","8,489.27","8,708.55","8,470.74","233.39M","4.31%"
"Apr 13, 2020","8,332.74","8,209.68","8,338.15","8,158.58","204.11M","1.14%"
"Apr 09, 2020","8,238.53","8,284.31","8,334.23","8,167.93","259.06M","0.11%"
"Apr 08, 2020","8,229.54","8,134.30","8,254.41","8,058.41","229.17M","2.24%"
"Apr 07, 2020","8,049.31","8,287.47","8,305.59","8,043.07","288.35M","-0.40%"
"Apr 06, 2020","8,081.66","7,819.06","8,110.66","7,763.09","310.17M","7.35%"
"Apr 03, 2020","7,528.11","7,631.57","7,673.49","7,439.78","227.73M","-1.41%"
"Apr 02, 2020","7,635.66","7,445.88","7,641.87","7,432.28","248.65M","2.00%"
"Apr 01, 2020","7,486.29","7,582.78","7,701.67","7,423.97","261.15M","-4.19%"
"Mar 31, 2020","7,813.50","7,855.74","8,011.60","7,765.46","315.42M","-0.96%"
"Mar 30, 2020","7,889.01","7,678.83","7,902.09","7,651.43","247.99M","3.96%"
"Mar 27, 2020","7,588.37","7,657.44","7,817.74","7,580.22","262.61M","-3.91%"
"Mar 26, 2020","7,897.13","7,549.83","7,913.11","7,549.83","326.89M","5.72%"
"Mar 25, 2020","7,469.62","7,543.96","7,777.61","7,390.41","368.48M","-1.11%"
"Mar 24, 2020","7,553.83","7,349.00","7,555.91","7,304.39","395.51M","7.81%"
"Mar 23, 2020","7,006.92","6,952.71","7,145.29","6,771.91","361.83M","0.18%"
"Mar 20, 2020","6,994.29","7,391.21","7,487.83","6,969.77","493.59M","-4.04%"
"Mar 19, 2020","7,288.52","7,190.21","7,514.13","7,037.47","374.51M","1.58%"
"Mar 18, 2020","7,175.18","7,023.86","7,336.88","6,837.53","430.31M","-4.00%"
"Mar 17, 2020","7,473.95","7,198.53","7,550.13","6,959.15","415.15M","6.46%"
"Mar 16, 2020","7,020.38","7,502.26","7,563.45","6,993.61","441.74M","-12.19%"
"Mar 13, 2020","7,995.26","7,683.04","7,998.51","7,301.88","423.68M","10.07%"
"Mar 12, 2020","7,263.65","7,452.76","7,808.31","7,255.62","454.89M","-9.27%"
"Mar 11, 2020","8,006.12","8,166.26","8,224.73","7,900.99","316.15M","-4.37%"
"Mar 10, 2020","8,372.26","8,213.97","8,376.44","7,942.13","336.12M","5.34%"
"Mar 09, 2020","7,948.03","7,912.14","8,241.77","7,912.14","380.28M","-6.83%"
"Mar 06, 2020","8,530.34","8,395.95","8,571.88","8,319.90","306.19M","-1.63%"
"Mar 05, 2020","8,671.66","8,713.19","8,864.19","8,613.91","265.85M","-3.10%"
"Mar 04, 2020","8,949.28","8,745.64","8,952.11","8,669.76","256.13M","4.13%"
"Mar 03, 2020","8,594.49","8,892.68","9,000.46","8,516.58","353.15M","-3.19%"
"Mar 02, 2020","8,877.98","8,569.91","8,879.39","8,446.50","350.57M","4.92%"
"Feb 28, 2020","8,461.83","8,133.85","8,490.47","8,133.85","467.92M","0.30%"
"Feb 27, 2020","8,436.67","8,632.54","8,786.68","8,430.54","358.27M","-4.93%"
"Feb 26, 2020","8,873.76","8,883.01","9,032.88","8,813.92","250.71M","0.44%"
"Feb 25, 2020","8,834.87","9,167.33","9,183.78","8,807.11","279.61M","-2.70%"
"Feb 24, 2020","9,079.63","9,055.30","9,194.91","9,028.87","270.43M","-3.89%"
"Feb 21, 2020","9,446.69","9,582.54","9,594.00","9,406.38","201.72M","-1.88%"
"Feb 20, 2020","9,627.83","9,696.66","9,714.23","9,513.23","159.56M","-0.94%"
"Feb 19, 2020","9,718.73","9,683.94","9,736.57","9,676.07","148.28M","0.92%"
"Feb 18, 2020","9,629.80","9,567.28","9,647.72","9,567.28","152.63M","0.06%"
"Feb 14, 2020","9,623.58","9,613.88","9,634.75","9,583.08","145.56M","0.29%"
"Feb 13, 2020","9,595.70","9,540.67","9,636.41","9,532.74","162.35M","-0.18%"
"Feb 12, 2020","9,613.20","9,569.82","9,615.91","9,552.03","166.20M","1.00%"
"Feb 11, 2020","9,517.86","9,567.82","9,600.05","9,493.63","152.23M","0.01%"
"Feb 10, 2020","9,516.84","9,373.20","9,517.74","9,373.20","154.24M","1.23%"
"Feb 07, 2020","9,401.10","9,397.76","9,453.24","9,376.91","153.80M","-0.47%"
"Feb 06, 2020","9,445.92","9,395.69","9,448.72","9,357.86","165.90M","0.84%"
"Feb 05, 2020","9,367.48","9,441.34","9,442.75","9,311.88","193.60M","0.36%"
"Feb 04, 2020","9,334.05","9,256.94","9,352.96","9,224.86","199.77M","2.28%"
"Feb 03, 2020","9,126.23","9,033.52","9,148.50","9,031.07","183.06M","1.50%"
"Jan 31, 2020","8,991.51","9,169.91","9,170.22","8,961.59","217.22M","-1.58%"
"Jan 30, 2020","9,136.09","9,038.92","9,140.69","9,019.72","185.28M","0.38%"
"Jan 29, 2020","9,101.61","9,141.52","9,153.08","9,067.29","173.46M","0.12%"
"Jan 28, 2020","9,090.93","9,013.23","9,111.32","8,994.29","154.54M","1.55%"
"Jan 27, 2020","8,952.18","8,913.16","9,001.44","8,910.97","193.02M","-2.07%"
"Jan 24, 2020","9,141.47","9,266.35","9,272.37","9,101.44","187.99M","-0.82%"
"Jan 23, 2020","9,216.98","9,186.14","9,221.13","9,145.23","166.79M","0.31%"
"Jan 22, 2020","9,188.58","9,212.35","9,242.48","9,179.27","158.72M","0.24%"
"Jan 21, 2020","9,166.63","9,145.64","9,187.42","9,141.78","187.35M","-0.08%"
"Jan 17, 2020","9,173.73","9,159.48","9,176.47","9,118.98","200.48M","0.53%"
"Jan 16, 2020","9,125.00","9,088.08","9,126.07","9,066.31","143.14M","0.99%"
"Jan 15, 2020","9,035.67","9,039.31","9,078.87","9,008.95","136.69M","0.02%"
"Jan 14, 2020","9,033.42","9,068.02","9,080.16","9,020.92","154.92M","-0.41%"
"Jan 13, 2020","9,070.65","9,007.94","9,071.53","8,991.35","140.34M","1.16%"
"Jan 10, 2020","8,966.64","9,021.88","9,024.87","8,951.83","134.20M","-0.26%"
"Jan 09, 2020","8,989.63","8,990.04","9,004.55","8,938.53","150.73M","0.87%"
"Jan 08, 2020","8,912.37","8,845.45","8,953.55","8,834.94","164.57M","0.75%"
"Jan 07, 2020","8,846.45","8,857.14","8,872.47","8,821.68","151.39M","-0.02%"
"Jan 06, 2020","8,848.51","8,713.89","8,849.98","8,713.89","142.38M","0.62%"
"Jan 03, 2020","8,793.90","8,755.17","8,843.65","8,755.17","144.75M","-0.88%"
"Jan 02, 2020","8,872.22","8,802.22","8,873.63","8,786.90","152.65M","1.59%"